Report_ID,Company,Mine_Site,Report_Date,Shift_Covered,HPI_Reported,Number_of_HPIs,Dominant_Incident_Type,Max_Severity_Level,Primary_Location,Dominant_Causal_Factor,Dominant_Root_Cause,Daily_Production_tons,Major_Equipment_Involved,Equipment_Availability_pct,Geological_Condition,Seismic_Activity,Weather,Dominant_Task,Worker_Category_Most_Affected,Workforce_Size,Overtime_Hours,Year,Environmental_Risk_Score,Task_Complexity_Score,Month,Day_of_Week,Is_Weekend,Quarter,Severity_Score,Days_Since_Last_Incident,Weather_Risk_Score,Equipment_Age_Risk,Worker_Training_Level,Training_Risk_Score,Shift_Risk_Score,Composite_Risk_Score,Location_Incident_Count,Days_Since_Last_Same_Location,Season,Equipment_Risk_Score,Task_Shift_Risk,Previous_Incident_Exposure,Weather_Task_Risk,Composite_Safety_Index,Risk_Category
IN-06-09-2021-010,Newmont,Ahafo,9/6/2021,Night,No,0,Fall of Ground,Critical Potential,Tailings Dam,Unsafe Driving,Training Deficiency,19357,Truck,87.1,Moderate Fracturing,Moderate,Clear,Lifting,Welder,770,16,2021,1,3,9,0,0,3,3,6.037423728,1,4,Basic,4,4,2.45,178,4,Transition Season,2,4,1,1,63.28086262,High Risk
IN-10-09-2021-010,Gold Fields,Tarkwa,9/10/2021,Night,Yes,1,Fire,High Potential,Tailings Dam,Environmental Conditions,Procedural Failure,16002,Crusher,92.4,Highly Fractured,Moderate,Clear,Welding,Supervisor,875,18,2021,3,5,9,4,0,3,2,4.36046227,1,5,Advanced,2,4,2.8,178,4,Transition Season,2,4,1,1,63.7245353,High Risk
IN-26-09-2021-010,AngloGold Ashanti,Damang,9/26/2021,Day,Yes,1,Chemical,High Potential,Tailings Dam,Human Error,Environmental Condition,19939,Excavator,96.2,Moderate Fracturing,Moderate,Rain,Maintenance,Driver,959,31,2021,4,4,9,6,1,3,2,1.699224314,4,3,Intermediate,3,2,3.05,178,16,Transition Season,4,3,1,1,69.04404661,High Risk
IN-26-09-2021-010,Gold Fields,Ahafo,9/26/2021,Night,Yes,1,Chemical,Low,Tailings Dam,Human Error,Environmental Condition,23058,Excavator,85.9,Stable,Moderate,Clear,Lifting,Driver,859,40,2021,4,3,9,6,1,3,0,7.980419964,1,3,Basic,4,4,2.15,178,0,Transition Season,4,4,1,1,42.98242319,Medium Risk
IN-04-10-2021-010,Gold Fields,Ahafo,10/4/2021,Night,Yes,1,Vehicle,Low,Tailings Dam,Human Error,Human Behaviour,25538,Crusher,66,Moderate Fracturing,Low,Clear,Driving,Supervisor,873,36,2021,2,2,10,0,0,4,0,6.866105811,1,4,Intermediate,3,4,1.45,178,8,Transition Season,2,2,1,1,12.76392262,Low Risk
IN-16-10-2021-010,Newmont,Tarkwa,10/16/2021,Day,Yes,1,Vehicle,Critical Potential,Tailings Dam,Unsafe Driving,Procedural Failure,22709,Truck,72.2,Highly Fractured,Moderate,Clear,Welding,Supervisor,1144,34,2021,2,5,10,5,1,4,3,0.234925234,1,2,Advanced,2,2,2.7,178,12,Transition Season,2,3,1,1,62.94074231,High Risk
IN-04-11-2021-010,Gold Fields,Obuasi,11/4/2021,Night,No,0,Chemical,Low,Tailings Dam,Unsafe Driving,Environmental Condition,44890,Excavator,86.3,Moderate Fracturing,Low,Clear,Lifting,Driver,554,32,2021,4,3,11,3,0,4,0,13.13999044,1,2,Basic,4,4,2.15,178,19,Transition Season,4,4,1,1,42.98242319,Medium Risk
IN-07-11-2021-010,AngloGold Ashanti,Damang,11/7/2021,Night,Yes,1,Fall of Ground,Critical Potential,Tailings Dam,Poor Maintenance,Environmental Condition,31654,Loader,72,Stable,Moderate,Rain,Driving,Welder,820,13,2021,1,2,11,6,1,4,3,8.727621958,4,2,Basic,4,4,2.6,178,3,Transition Season,2,2,1,3,67.27004089,High Risk
IN-14-11-2021-010,Newmont,Ahafo,11/14/2021,Night,No,0,Chemical,High Potential,Tailings Dam,Unsafe Driving,Equipment Failure,10590,Loader,78.2,Highly Fractured,Low,Clear,Maintenance,Mechanic,1072,19,2021,4,4,11,6,1,4,2,6.952595945,1,2,Intermediate,3,4,2.95,178,7,Transition Season,2,4,1,1,57.51263414,High Risk
IN-24-12-2021-010,Gold Fields,Obuasi,12/24/2021,Night,No,0,Fall of Ground,Medium,Tailings Dam,Human Error,Equipment Failure,42212,Excavator,94.5,Stable,Low,Clear,Equipment Operation,Operator,698,41,2021,1,4,12,4,0,4,1,1.214174491,1,5,Basic,4,4,1.9,178,40,Dry Season,4,4,1,1,61.17445397,High Risk
IN-06-01-2022-010,AngloGold Ashanti,Tarkwa,1/6/2022,Day,No,0,Vehicle,Medium,Tailings Dam,Poor Maintenance,Procedural Failure,44194,,96.7,Moderate Fracturing,Low,Clear,Equipment Operation,Mechanic,657,3,2022,2,4,1,3,0,1,1,7.07039819,1,2,Intermediate,3,2,1.9,178,13,Dry Season,2,3,1,1,32.7685819,Medium Risk
IN-10-01-2022-010,AngloGold Ashanti,Obuasi,1/10/2022,Night,No,0,Fall of Ground,Medium,Tailings Dam,Lack of Risk Assessment,Environmental Condition,20954,Excavator,91.6,Stable,Low,Clear,Maintenance,Driver,476,20,2022,1,4,1,0,0,1,1,5.818102311,1,4,Advanced,2,4,1.8,178,4,Dry Season,4,4,1,1,61.17445397,High Risk
IN-12-01-2022-010,Newmont,Damang,1/12/2022,Day,No,0,Equipment,Medium,Tailings Dam,Human Error,Training Deficiency,21194,Excavator,87.3,Stable,Moderate,Rain,Equipment Operation,Welder,258,26,2022,1,4,1,2,0,1,1,14.95179011,4,5,Basic,4,2,2,178,2,Dry Season,4,3,1,3,66.97626075,High Risk
IN-22-01-2022-010,Newmont,Ahafo,1/22/2022,Night,No,0,Fall of Ground,Low,Tailings Dam,Human Error,Environmental Condition,36957,,80.5,Highly Fractured,Low,Rain,Maintenance,Driver,584,36,2022,1,4,1,5,1,1,0,5.688783347,4,4,Advanced,2,4,1.75,178,10,Dry Season,2,4,1,1,42.20576053,Medium Risk
IN-25-01-2022-010,AngloGold Ashanti,Tarkwa,1/25/2022,Night,No,0,Fall of Ground,High Potential,Tailings Dam,Poor Maintenance,Procedural Failure,6134,Crusher,65.5,Highly Fractured,Low,Clear,Equipment Operation,Operator,495,25,2022,1,4,1,1,0,1,2,9.8676892,1,2,Intermediate,3,4,2.2,178,3,Dry Season,2,4,1,1,57.51263414,High Risk
IN-05-03-2022-010,Gold Fields,Tarkwa,3/5/2022,Day,Yes,1,Vehicle,Low,Tailings Dam,Human Error,Training Deficiency,24942,Crusher,65,Highly Fractured,Moderate,Clear,Lifting,Supervisor,536,11,2022,2,3,3,5,1,1,0,4.722410007,1,5,Basic,4,2,1.45,178,39,Minor Rainy Season,2,3,1,1,14.57655113,Low Risk
IN-07-03-2022-010,Newmont,Tarkwa,3/7/2022,Day,No,0,Equipment,Medium,Tailings Dam,Environmental Conditions,Procedural Failure,33850,Crusher,72.1,Stable,Moderate,Extreme Heat,Welding,Welder,579,15,2022,1,5,3,0,0,1,1,8.415262742,4,3,Advanced,2,2,2.05,178,2,Minor Rainy Season,2,3,1,3,57.54621245,High Risk
IN-14-03-2022-010,Newmont,Obuasi,3/14/2022,Night,No,0,Electrical,Medium,Tailings Dam,Human Error,Human Behaviour,18878,Truck,81.8,Highly Fractured,High,Clear,Welding,Welder,1125,38,2022,1,5,3,0,0,1,1,5.406439204,1,3,Intermediate,3,4,2,178,7,Minor Rainy Season,2,4,1,1,51.74440567,High Risk
IN-23-03-2022-010,Gold Fields,Damang,3/23/2022,Day,No,0,Equipment,High Potential,Tailings Dam,Human Error,Training Deficiency,6447,Excavator,65.1,Moderate Fracturing,Moderate,Clear,Maintenance,Driver,638,37,2022,1,4,3,2,0,1,2,1.011969357,1,3,Intermediate,3,2,2,178,9,Minor Rainy Season,4,3,1,1,60.39066097,High Risk
IN-24-03-2022-010,AngloGold Ashanti,Obuasi,3/24/2022,Day,Yes,1,Fall of Ground,Medium,Tailings Dam,Design / Layout Deficiency,Equipment Failure,16737,Excavator,84.5,Stable,Low,Rain,Maintenance,Operator,710,0,2022,1,4,3,3,0,1,1,3.802828088,4,3,Intermediate,3,2,1.95,178,1,Minor Rainy Season,4,3,1,1,57.06391698,High Risk
IN-25-03-2022-010,Gold Fields,Damang,3/25/2022,Night,No,0,Equipment,High Potential,Tailings Dam,Inadequate Supervision,Equipment Failure,28963,Excavator,71,Moderate Fracturing,High,Rain,Driving,Mechanic,1105,3,2022,1,2,3,4,0,1,2,11.38052487,4,3,Intermediate,3,4,2.2,178,1,Minor Rainy Season,4,2,1,3,70.93186071,Critical Risk
IN-26-03-2022-010,AngloGold Ashanti,Damang,3/26/2022,Night,No,0,Electrical,Medium,Tailings Dam,Human Error,Human Behaviour,5191,Excavator,82.3,Stable,Low,Clear,Driving,Supervisor,314,30,2022,1,2,3,5,1,1,1,2.549211022,1,2,Intermediate,3,4,1.55,178,1,Minor Rainy Season,4,2,1,1,40.38600169,Medium Risk
IN-01-04-2022-010,Gold Fields,Obuasi,4/1/2022,Day,Yes,1,Fall of Ground,Medium,Tailings Dam,Human Error,Procedural Failure,41885,Excavator,76.6,Moderate Fracturing,Moderate,Clear,Maintenance,Supervisor,856,39,2022,1,4,4,4,0,2,1,23.36505255,1,5,Advanced,2,2,1.6,178,6,Minor Rainy Season,4,3,1,1,48.41053135,Medium Risk
IN-13-04-2022-010,Newmont,Tarkwa,4/13/2022,Night,No,0,Chemical,Medium,Tailings Dam,Design / Layout Deficiency,Environmental Condition,8164,Loader,92.9,Moderate Fracturing,Low,Clear,Lifting,Mechanic,646,28,2022,4,3,4,2,0,2,1,3.850572268,1,3,Intermediate,3,4,2.45,178,12,Minor Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-25-04-2022-010,Newmont,Ahafo,4/25/2022,Night,No,0,Equipment,Critical Potential,Tailings Dam,Poor Maintenance,Training Deficiency,39484,,68.9,Stable,Low,Clear,Equipment Operation,Operator,648,22,2022,1,4,4,0,0,2,3,3.434121855,1,5,Intermediate,3,4,2.55,178,12,Minor Rainy Season,2,4,1,1,69.49276377,High Risk
IN-02-05-2022-010,Newmont,Tarkwa,5/2/2022,Night,Yes,1,Chemical,Medium,Tailings Dam,Unsafe Driving,Environmental Condition,32236,Crusher,70.5,Highly Fractured,Low,Clear,Welding,Operator,927,35,2022,4,5,5,0,0,2,1,3.094419968,1,5,Intermediate,3,4,2.75,178,7,Minor Rainy Season,2,4,1,1,51.74440567,High Risk
IN-14-05-2022-010,Newmont,Tarkwa,5/14/2022,Night,No,0,Vehicle,Critical Potential,Tailings Dam,Human Error,Environmental Condition,30256,Crusher,86.4,Stable,Moderate,Rain,Equipment Operation,Mechanic,1064,39,2022,2,4,5,5,1,2,3,14.65286906,4,4,Intermediate,3,4,3.1,178,12,Minor Rainy Season,2,4,1,3,88.05849316,Critical Risk
IN-19-05-2022-010,Newmont,Obuasi,5/19/2022,Night,Yes,1,Electrical,Medium,Tailings Dam,Environmental Conditions,Environmental Condition,40349,Crusher,94.6,Stable,Low,Clear,Lifting,Driver,347,4,2022,1,3,5,3,0,2,1,4.859127682,1,4,Basic,4,4,1.75,178,5,Minor Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-06-06-2022-010,Gold Fields,Tarkwa,6/6/2022,Day,Yes,1,Chemical,Critical Potential,Tailings Dam,Lack of Risk Assessment,Equipment Failure,24522,Loader,69.8,Highly Fractured,Low,Clear,Welding,Mechanic,695,27,2022,4,5,6,0,0,2,3,5.213509591,1,3,Advanced,2,2,3.2,178,18,Major Rainy Season,2,3,1,1,62.94074231,High Risk
IN-07-06-2022-010,Newmont,Tarkwa,6/7/2022,Night,Yes,1,Electrical,High Potential,Tailings Dam,Environmental Conditions,Procedural Failure,39493,,79.5,Highly Fractured,Low,Clear,Equipment Operation,Mechanic,921,11,2022,1,4,6,1,0,2,2,5.843480811,1,4,Intermediate,3,4,2.2,178,1,Major Rainy Season,2,4,1,1,57.51263414,High Risk
IN-11-06-2022-010,Gold Fields,Ahafo,6/11/2022,Night,No,0,Fall of Ground,Low,Tailings Dam,Lack of Risk Assessment,Equipment Failure,12008,Crusher,70.5,Highly Fractured,Moderate,Extreme Heat,Lifting,Supervisor,884,22,2022,1,3,6,5,1,2,0,0.822954418,4,5,Basic,4,4,1.7,178,4,Major Rainy Season,2,4,1,3,45.90620314,Medium Risk
IN-19-06-2022-010,Gold Fields,Damang,6/19/2022,Night,Yes,1,Vehicle,Medium,Tailings Dam,Environmental Conditions,Human Behaviour,24158,,90.2,Highly Fractured,Low,Rain,Welding,Mechanic,1078,30,2022,2,5,6,6,1,2,1,0.035179074,4,5,Intermediate,3,4,2.55,178,8,Major Rainy Season,2,4,1,1,60.3977913,High Risk
IN-21-06-2022-010,Gold Fields,Tarkwa,6/21/2022,Day,Yes,1,Electrical,Low,Tailings Dam,Unsafe Driving,Procedural Failure,25597,Truck,96.9,Highly Fractured,High,Rain,Maintenance,Mechanic,547,37,2022,1,4,6,1,0,2,0,12.89846645,4,3,Intermediate,3,2,1.6,178,2,Major Rainy Season,2,3,1,1,29.44183791,Low Risk
IN-08-07-2022-010,Gold Fields,Ahafo,7/8/2022,Day,Yes,1,Chemical,Critical Potential,Tailings Dam,Unsafe Driving,Human Behaviour,6141,Loader,91.3,Moderate Fracturing,Low,Clear,Lifting,Supervisor,313,33,2022,4,3,7,4,0,3,3,17.1730059,1,3,Basic,4,2,3,178,17,Major Rainy Season,2,3,1,1,50.51694,High Risk
IN-23-07-2022-010,AngloGold Ashanti,Ahafo,7/23/2022,Day,No,0,Equipment,Medium,Tailings Dam,Human Error,Equipment Failure,8729,Truck,86.6,Highly Fractured,Low,Rain,Maintenance,Mechanic,502,24,2022,1,4,7,5,1,3,1,6.224863919,4,2,Intermediate,3,2,1.95,178,15,Major Rainy Season,2,3,1,1,41.42196754,Medium Risk
IN-27-07-2022-010,Gold Fields,Ahafo,7/27/2022,Night,Yes,1,Electrical,Low,Tailings Dam,Unsafe Driving,Training Deficiency,33967,,81.1,Highly Fractured,Low,High Dust,Lifting,Driver,227,6,2022,1,3,7,2,0,3,0,2.153297919,,4,Basic,4,4,,178,4,Major Rainy Season,2,4,1,3,34.36835563,Medium Risk
IN-16-08-2022-010,Newmont,Damang,8/16/2022,Night,No,0,Fall of Ground,Low,Tailings Dam,Human Error,Human Behaviour,38798,Excavator,90.9,Stable,High,Clear,Welding,Driver,638,39,2022,1,5,8,1,0,3,0,2.914321543,1,4,Intermediate,3,4,1.65,178,20,Major Rainy Season,4,4,1,1,55.40622549,High Risk
IN-03-09-2022-010,Newmont,Damang,9/3/2022,Night,Yes,1,Electrical,Medium,Tailings Dam,Human Error,Environmental Condition,21692,Loader,78.3,Stable,High,Extreme Heat,Lifting,Driver,1142,32,2022,1,3,9,5,1,3,1,0.31203763,4,5,Intermediate,3,4,2,178,18,Transition Season,2,4,1,3,57.88633276,High Risk
IN-09-09-2022-010,Gold Fields,Damang,9/9/2022,Day,Yes,1,Equipment,High Potential,Tailings Dam,Design / Layout Deficiency,Equipment Failure,19259,Loader,79,Moderate Fracturing,Low,Rain,Welding,Mechanic,649,19,2022,1,5,9,4,0,3,2,5.146735878,4,4,Advanced,2,2,2.4,178,6,Transition Season,2,3,1,1,59.61399831,High Risk
IN-21-09-2022-010,Gold Fields,Obuasi,9/21/2022,Day,No,0,Electrical,Medium,Tailings Dam,Unsafe Driving,Procedural Failure,40089,Loader,70.5,Stable,Low,Clear,Driving,Supervisor,934,29,2022,1,2,9,2,0,3,1,2.908416446,1,4,Intermediate,3,2,1.35,178,12,Transition Season,2,1,1,1,11.98012963,Low Risk
IN-04-10-2022-010,Newmont,Tarkwa,10/4/2022,Night,Yes,1,Electrical,Medium,Tailings Dam,Design / Layout Deficiency,Equipment Failure,29518,Truck,94.1,Stable,Low,Clear,Lifting,Welder,927,26,2022,1,3,10,1,0,4,1,4.768866135,1,4,Basic,4,4,1.75,178,13,Transition Season,2,4,1,1,39.32060337,Medium Risk
IN-22-10-2022-010,Newmont,Tarkwa,10/22/2022,Day,No,0,Fire,Critical Potential,Tailings Dam,Human Error,Procedural Failure,8057,,93.3,Moderate Fracturing,Moderate,Clear,Lifting,Welder,667,43,2022,3,3,10,5,1,4,3,3.261693929,1,3,Basic,4,2,2.75,178,18,Transition Season,2,3,1,1,50.51694,High Risk
IN-23-10-2022-010,AngloGold Ashanti,Damang,10/23/2022,Night,Yes,1,Chemical,Medium,Tailings Dam,Unsafe Driving,Human Behaviour,43384,Truck,65.2,Moderate Fracturing,High,Rain,Maintenance,Operator,514,44,2022,4,4,10,6,1,4,1,6.042593616,4,3,Advanced,2,4,2.85,178,1,Transition Season,2,4,1,1,54.18589015,High Risk
IN-18-11-2022-010,AngloGold Ashanti,Ahafo,11/18/2022,Day,Yes,1,Fire,Low,Tailings Dam,Human Error,Equipment Failure,8990,Excavator,85.5,Moderate Fracturing,Moderate,Rain,Driving,Welder,568,40,2022,3,2,11,4,0,4,0,6.022623671,4,4,Basic,4,2,1.85,178,26,Transition Season,4,1,1,3,34.20767884,Medium Risk
IN-18-11-2022-010,AngloGold Ashanti,Ahafo,11/18/2022,Day,No,0,Fall of Ground,Critical Potential,Tailings Dam,Human Error,Equipment Failure,34150,Loader,73.7,Highly Fractured,Moderate,Rain,Driving,Mechanic,809,36,2022,1,2,11,4,0,4,3,3.428880673,4,2,Basic,4,2,2.4,178,0,Transition Season,2,1,1,3,54.50611827,High Risk
IN-26-11-2022-010,AngloGold Ashanti,Tarkwa,11/26/2022,Day,Yes,1,Equipment,Low,Tailings Dam,Unsafe Driving,Human Behaviour,38785,Excavator,79.4,Moderate Fracturing,Low,Clear,Lifting,Mechanic,296,27,2022,1,3,11,5,1,4,0,3.67101698,1,4,Basic,4,2,1.2,178,8,Transition Season,4,3,1,1,30.21850057,Medium Risk
IN-26-11-2022-010,AngloGold Ashanti,Obuasi,11/26/2022,Night,No,0,Fire,Medium,Tailings Dam,Lack of Risk Assessment,Equipment Failure,28183,Truck,65.4,Highly Fractured,Moderate,High Dust,Equipment Operation,Supervisor,1033,25,2022,3,4,11,5,1,4,1,0.550162968,,2,Basic,4,4,,178,0,Transition Season,2,4,1,3,52.5603864,High Risk
IN-27-11-2022-010,AngloGold Ashanti,Damang,11/27/2022,Night,No,0,Fire,Critical Potential,Tailings Dam,Lack of Risk Assessment,Environmental Condition,12959,,67.5,Moderate Fracturing,Moderate,Clear,Maintenance,Supervisor,386,29,2022,3,4,11,6,1,4,3,1.69491658,1,3,Intermediate,3,4,3.05,178,1,Transition Season,2,4,1,1,69.49276377,High Risk
IN-03-12-2022-010,AngloGold Ashanti,Tarkwa,12/3/2022,Night,Yes,1,Equipment,High Potential,Tailings Dam,Unsafe Driving,Training Deficiency,40660,Truck,65.5,Moderate Fracturing,Moderate,Clear,Equipment Operation,Driver,442,44,2022,1,4,12,5,1,4,2,2.339549725,1,4,Basic,4,4,2.25,178,6,Dry Season,2,4,1,1,57.51263414,High Risk
IN-06-12-2022-010,Newmont,Tarkwa,12/6/2022,Night,No,0,Equipment,Low,Tailings Dam,Unsafe Driving,Human Behaviour,13391,Excavator,85.8,Stable,Moderate,Clear,Maintenance,Operator,448,25,2022,1,4,12,1,0,4,0,5.391405955,1,5,Intermediate,3,4,1.5,178,3,Dry Season,4,4,1,1,49.19432434,Medium Risk
IN-19-12-2022-010,Newmont,Obuasi,12/19/2022,Day,No,0,Fire,High Potential,Tailings Dam,Lack of Risk Assessment,Human Behaviour,11697,Loader,76.6,Highly Fractured,Moderate,Clear,Driving,Supervisor,1122,23,2022,3,2,12,0,0,4,2,0.31731516,1,2,Intermediate,3,2,2.2,178,13,Dry Season,2,1,1,1,23.96025925,Low Risk
IN-22-12-2022-010,Newmont,Ahafo,12/22/2022,Day,Yes,1,Fire,Critical Potential,Tailings Dam,Environmental Conditions,Procedural Failure,8815,,65.6,Moderate Fracturing,Low,Extreme Heat,Driving,Driver,448,14,2022,3,2,12,3,0,4,3,1.045863082,4,3,Intermediate,3,2,2.85,178,3,Dry Season,2,1,1,3,54.50611827,High Risk
IN-27-12-2022-010,AngloGold Ashanti,Tarkwa,12/27/2022,Night,No,0,Fire,High Potential,Tailings Dam,Poor Maintenance,Environmental Condition,35562,,90.2,Moderate Fracturing,Low,High Dust,Welding,Supervisor,561,1,2022,3,5,12,1,0,4,2,1.682882724,,3,Intermediate,3,4,,178,5,Dry Season,2,4,1,3,70.75241718,Critical Risk
IN-02-01-2023-010,Gold Fields,Tarkwa,1/2/2023,Night,Yes,1,Electrical,Medium,Tailings Dam,Human Error,Environmental Condition,38708,,80.2,Highly Fractured,Moderate,Rain,Driving,Operator,832,1,2023,1,2,1,0,0,1,1,25.26617727,4,2,Basic,4,4,1.9,178,6,Dry Season,2,2,1,3,43.30978164,Medium Risk
IN-09-01-2023-010,Newmont,Tarkwa,1/9/2023,Day,Yes,1,Fall of Ground,Low,Tailings Dam,Unsafe Driving,Training Deficiency,11213,Loader,82.6,Highly Fractured,Moderate,High Dust,Maintenance,Driver,852,37,2023,1,4,1,0,0,1,0,6.072845406,,3,Intermediate,3,2,,178,7,Dry Season,2,3,1,3,27.81633416,Low Risk
IN-02-02-2023-010,AngloGold Ashanti,Obuasi,2/2/2023,Day,Yes,1,Fall of Ground,Low,Tailings Dam,Human Error,Training Deficiency,24462,Crusher,91.7,Highly Fractured,Low,Rain,Maintenance,Welder,689,35,2023,1,4,2,3,0,1,0,0.426298463,4,5,Intermediate,3,2,1.6,178,24,Dry Season,2,3,1,1,29.44183791,Low Risk
IN-11-02-2023-010,AngloGold Ashanti,Tarkwa,2/11/2023,Day,Yes,1,Fire,Medium,Tailings Dam,Poor Maintenance,Environmental Condition,5294,Truck,89.5,Highly Fractured,High,Rain,Welding,Welder,571,9,2023,3,5,2,5,1,1,1,14.39339982,4,2,Intermediate,3,2,2.6,178,9,Dry Season,2,3,1,1,47.63386869,Medium Risk
IN-17-02-2023-010,AngloGold Ashanti,Obuasi,2/17/2023,Night,Yes,1,Electrical,Medium,Tailings Dam,Lack of Risk Assessment,Human Behaviour,16017,Excavator,81.8,Stable,Low,Clear,Maintenance,Driver,568,15,2023,1,4,2,4,0,1,1,1.758527322,1,2,Intermediate,3,4,1.85,178,6,Dry Season,4,4,1,1,61.17445397,High Risk
IN-17-02-2023-010,AngloGold Ashanti,Obuasi,2/17/2023,Night,Yes,1,Chemical,High Potential,Tailings Dam,Unsafe Driving,Training Deficiency,33365,Truck,71.3,Stable,Low,Clear,Welding,Welder,614,11,2023,4,5,2,4,0,1,2,2.523048738,1,5,Intermediate,3,4,3.1,178,0,Dry Season,2,4,1,1,63.7245353,High Risk
IN-14-03-2023-010,Newmont,Tarkwa,3/14/2023,Day,No,0,Vehicle,High Potential,Tailings Dam,Lack of Risk Assessment,Human Behaviour,14843,Truck,69.8,Moderate Fracturing,Moderate,Clear,Driving,Operator,991,11,2023,2,2,3,1,0,1,2,3.187806228,1,3,Intermediate,3,2,1.95,178,25,Minor Rainy Season,2,1,1,1,23.96025925,Low Risk
IN-17-03-2023-010,AngloGold Ashanti,Obuasi,3/17/2023,Night,No,0,Fire,Medium,Tailings Dam,Design / Layout Deficiency,Human Behaviour,44873,Truck,94.8,Moderate Fracturing,Low,Clear,Equipment Operation,Mechanic,868,15,2023,3,4,3,4,0,1,1,1.671286857,1,3,Intermediate,3,4,2.35,178,3,Minor Rainy Season,2,4,1,1,45.53250452,Medium Risk
IN-27-03-2023-010,Newmont,Obuasi,3/27/2023,Day,Yes,1,Fire,Medium,Tailings Dam,Human Error,Environmental Condition,42306,Excavator,96.2,Highly Fractured,Moderate,Fog,Equipment Operation,Driver,901,33,2023,3,4,3,0,0,1,1,1.300219572,2,4,Intermediate,3,2,2.25,178,10,Minor Rainy Season,4,3,1,1,51.29499323,High Risk
IN-02-04-2023-010,Gold Fields,Obuasi,4/2/2023,Night,Yes,1,Vehicle,Medium,Tailings Dam,Unsafe Driving,Training Deficiency,33341,Crusher,78.1,Stable,Moderate,Clear,Lifting,Supervisor,818,19,2023,2,3,4,6,1,2,1,0.666356171,1,2,Basic,4,4,2,178,6,Minor Rainy Season,2,4,1,1,39.32060337,Medium Risk
IN-09-05-2023-010,Newmont,Tarkwa,5/9/2023,Day,Yes,1,Electrical,High Potential,Tailings Dam,Human Error,Equipment Failure,14491,Excavator,86.4,Moderate Fracturing,Low,Clear,Equipment Operation,Welder,1135,35,2023,1,4,5,1,0,2,2,8.860396122,1,4,Basic,4,2,2.05,178,37,Minor Rainy Season,4,3,1,1,60.39066097,High Risk
IN-20-05-2023-010,Gold Fields,Obuasi,5/20/2023,Day,Yes,1,Fire,Medium,Tailings Dam,Unsafe Driving,Human Behaviour,40912,Crusher,86.4,Stable,Moderate,High Dust,Maintenance,Supervisor,750,43,2023,3,4,5,5,1,2,1,0.574804319,,3,Intermediate,3,2,,178,11,Minor Rainy Season,2,3,1,3,39.79646379,Medium Risk
IN-09-06-2023-010,Gold Fields,Damang,6/9/2023,Day,No,0,Fire,Low,Tailings Dam,Human Error,Environmental Condition,43379,,93.5,Stable,Moderate,Clear,Driving,Operator,901,3,2023,3,2,6,4,0,2,0,6.820104762,1,2,Intermediate,3,2,1.5,178,20,Major Rainy Season,2,1,1,1,0,Low Risk
IN-20-06-2023-010,Gold Fields,Tarkwa,6/20/2023,Night,Yes,1,Fall of Ground,Low,Tailings Dam,Design / Layout Deficiency,Procedural Failure,35563,Excavator,83.7,Stable,Low,Clear,Driving,Supervisor,1106,30,2023,1,2,6,1,0,2,0,3.792025901,1,3,Basic,4,4,1.25,178,11,Major Rainy Season,4,2,1,1,28.40587206,Low Risk
IN-03-07-2023-010,AngloGold Ashanti,Damang,7/3/2023,Night,Yes,1,Chemical,Critical Potential,Tailings Dam,Unsafe Driving,Environmental Condition,23015,,67.4,Stable,Moderate,Extreme Heat,Lifting,Welder,1129,32,2023,4,3,7,0,0,3,3,3.214294207,4,3,Basic,4,4,3.5,178,13,Major Rainy Season,2,4,1,3,81.84659201,Critical Risk
IN-11-07-2023-010,AngloGold Ashanti,Obuasi,7/11/2023,Day,Yes,1,Vehicle,Critical Potential,Tailings Dam,Lack of Risk Assessment,Equipment Failure,30457,Crusher,81,Highly Fractured,Moderate,Clear,Maintenance,Operator,759,25,2023,2,4,7,1,0,3,3,1.943654751,1,5,Intermediate,3,2,2.6,178,8,Major Rainy Season,2,3,1,1,56.72884115,High Risk
IN-18-07-2023-010,AngloGold Ashanti,Ahafo,7/18/2023,Night,Yes,1,Chemical,Medium,Tailings Dam,Inadequate Supervision,Procedural Failure,44574,Crusher,86.5,Highly Fractured,Low,High Dust,Maintenance,Mechanic,493,25,2023,4,4,7,1,0,3,1,0.137758266,,3,Intermediate,3,4,,178,7,Major Rainy Season,2,4,1,3,52.5603864,High Risk
IN-25-07-2023-010,Gold Fields,Tarkwa,7/25/2023,Day,No,0,Vehicle,Medium,Tailings Dam,Unsafe Driving,Training Deficiency,9512,Excavator,77,Moderate Fracturing,Moderate,Extreme Heat,Maintenance,Driver,287,19,2023,2,4,7,1,0,3,1,1.659938453,4,4,Intermediate,3,2,2.2,178,7,Major Rainy Season,4,3,1,3,66.97626075,High Risk
IN-13-08-2023-010,Gold Fields,Damang,8/13/2023,Night,Yes,1,Fall of Ground,Medium,Tailings Dam,Design / Layout Deficiency,Equipment Failure,40862,Loader,85.6,Highly Fractured,Low,High Dust,Welding,Driver,809,28,2023,1,5,8,6,1,3,1,4.026505516,,3,Intermediate,3,4,,178,19,Major Rainy Season,2,4,1,3,58.77228756,High Risk
